Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Ballantyne M., Pickering C.M.","Recreational trails as a source of negative impacts on the persistence of keystone species and facilitation",2015,"Journal of Environmental Management","10.1016/j.jenvman.2015.05.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930200992&doi=10.1016%2fj.jenvman.2015.05.026&partnerID=40&md5=37be606c5c1ca8063277b21247e2b819","Hiking trails, which are among the most common forms of infrastructure created for nature-based tourism, can alter key ecological processes. Trails can damage plants that facilitate the establishment and growth of other species leading to changes in community and functional composition. This can be a particular concern in harsh alpine ecosystems where plant communities are often dominated by one or two keystone species that provide shelter to a suite of beneficiary species. We analysed how a hiking trail affects interspecific facilitation by a dominant trampling-sensitive nurse shrub in the highest National Park in Australia. First we assessed the effects of the trail on the abundance, size and density of the nurse shrub at different distances from the trail. We then compared species richness and composition between areas in, and out, of the nurse shrub's canopy at different distances from the trail. To better understand why some species may benefit from facilitation and any effects of the trail on the quality of facilitation we compared functional composition between quadrats using community trait weighted means calculated by combining plant composition with species functional traits (canopy height, leaf area, % dry weight of leaves and specific leaf area). The abundance, size and density of nurse shrubs was lower on the trail edges than further away, particularly on the leeward edge, where there was more bare ground and less shrub cover. There were differences in species richness, cover, composition and functional composition in and outside the nurse shrub canopy. The shrubs appeared to facilitate species with more competitive, but less stress tolerant traits (e.g. taller plants with leaves that were larger, had high specific leaf area and low dry matter content). However, despite reductions in nurse shrubs near the trail, where they do exist, they appear to provide the same 'quality' of facilitation as nurse shrubs further away. However, longer-term effects may be occurring as the loss of nurse shrubs alters the wind profile of the ridgeline and therefore succession. The use of a steel mesh walkway along the trail may facilitate the regeneration of nurse shrubs and other plants that require protection from wind. Our results highlight the importance of diversifying recreation ecology research to assess how trails affect important ecological processes. © 2015 Elsevier Ltd.","Ecological processes; Ecosystem functioning; Inter-specific interactions; Tourism and recreation; Windswept Feldmark","alpine environment; biological invasion; ecosystem function; facilitation; growth rate; interspecific interaction; keystone species; national park; plant community; recreational activity; shrub; Article; Australia; building; canopy; competitive ability; controlled study; density; dry weight; environmental impact; environmental stress; facilitation; hiking trail; keystone species; leaf area; national park; nonhuman; plant leaf; plant stress; shrub; species richness; tourism; ecosystem; environment; physiology; plant physiology; recreation; Australia; Australia; Ecosystem; Environment; Plant Leaves; Plant Physiological Phenomena; Recreation",Article,Scopus
"Chai Y., Zhang X., Yue M., Liu X., Li Q., Shang H., Meng Q., Zhang R.","Leaf traits suggest different ecological strategies for two Quercus species along an altitudinal gradient in the Qinling Mountains",2015,"Journal of Forest Research","10.1007/s10310-015-0496-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947042518&doi=10.1007%2fs10310-015-0496-z&partnerID=40&md5=db229152dbb7ea3ce0de03e870970656","Local-scale study on leaf traits and their relationships in a single species along an environmental gradient is essential for scaling up ecophysiological processes from the leaf to the ecosystem level. Here, we quantified 25 leaf traits of two individual species, Quercus aliena var. acutiserrata (Qa, deciduous) and Quercus spinosa (Qs, evergreen), in the same genus, but with different life-form to investigate the leaf traits and relationship variations within and between species along an altitudinal gradient in the Qinling Mountains. Variations of leaf traits were common along an altitudinal gradient at species level, but with different trends between two species. The relationships between plant functional traits were complex and showed different patterns between two species. Two species show different response patterns and adaptation strategies to environmental gradients. The Qa at high altitude suffers from low temperature stress that breaks its carbon balance and leads to growth restriction, which supports the “source-limitation” hypothesis, while Qs at high altitude possesses an adequate supply of carbon to protect from stress, which supports the “sink- or growth-limitation” hypothesis. The effect of environmental change on leaf traits is greater in leaf form than the genetic relationship. © 2015, The Japanese Forest Society and Springer Japan.","Altitudinal gradient; Leaf traits; Phenology; Qinling Mountains; Quercus","Carbon; Forestry; Landforms; Temperature; Adaptation strategies; Ecophysiological process; Environmental gradient; Genetic relationships; Leaf traits; Phenology; Qinling mountains; Quercus; Ecology; adaptation; altitude; carbon balance; climate effect; deciduous tree; ecophysiology; environmental gradient; environmental stress; evergreen tree; growth rate; leaf morphology; low temperature; phenology; China; Qinling Mountains; Quercus; Quercus aliena; Quercus spinosa",Article,Scopus
"Vuković N., Miletić M., Milović M., Jelaska S.D.","Grime’s CSR strategies of the invasive plants in Croatia",2014,"Periodicum Biologorum",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923351314&partnerID=40&md5=c42a54d5788e21806fd0e58464150056","Background and Purpose: Biological invasions are causing serious problems in the environment, often resulting in signifcant modifcations of the landscape structure and ecosystem functioning. J.P. Grime’s theory on CSR strategies of plants indicate whether plant species is a good competitor, adapted to disturbance or to limited resources. Te goal of this study was to fnd which CSR strategy (if any) prevails among invasive plants in Croatia. Materials and Methods: Data on CSR strategies were not available, or not consistent, for all invasive plants in Croatia, hence we have allocated CSR strategies to 15 invasive taxa, using the methodology based on several plant traits, which resulted in assignment of CSR type to 57 invasive plants. Distributional records of those 57 taxa in Croatia from the Flora Croatica Database were used to analyse the occurrence of invasive plants among three biogeographical regions (Alpine, Continental and Mediterranean). Results and Conclusions: In total, 10 CSR types were found among the invasive plants of Croatia, mostly CR-strategists, followed by C-strate-gists and R-strategists. Te largest proportion of R-strategists was found in the Mediterranean region, while the largest proportion of C-strategists was found in the Alpine region. Out of the three main strategies, competitive ability and ruderality were found to be frequently present within the Croatian invasive fora, while stress tolerance was almost absent. © 2014, Croatian Society of Natural Sciences. All rights Reserved.","Alien plants; Europe; NATURA 2000 regions","adaptation; agroecosystem; Article; controlled study; evolution; geographic distribution; grime theory; Italy; nonhuman; physical parameters; plant; plant height; social behavior; Xanthium strumarium",Article,Scopus
"Irl S.D.H., Jentsch A., Walther G.-R.","Papaver croceum Ledeb.: A rare example of an alien species in alpine environments of theUpper Engadine, Switzerland",2013,"Alpine Botany","10.1007/s00035-013-0111-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875577184&doi=10.1007%2fs00035-013-0111-x&partnerID=40&md5=4d8681ef3471c2714b267fe04d3ca0ca","Current research suggests that high-elevation mountain ecosystems are less susceptible to plant invasion than lowland ecosystems. Surprisingly, a number of successful establishments have been documented, although mainly from Mediterranean to tropical mountain systems. Evidence for alpine invaders in temperate mountain environments is scarce, increasing the importance to better understand their invasion process and mechanisms. This study characterizes the habitat of the Central Asian poppy, Papaver croceum, in its introduced range and compares it with a native congener, Papaver aurantiacum, in the subalpine and alpine zone of the Upper Engadine, Switzerland. Vegetation composition and soil characteristics were measured at P. croceum and P. aurantiacum sites in the Upper Engadine region. P. croceum is best characterized as a pioneer species preferring anthropogenic and naturally disturbed habitats on silicate soils ranging between 1,700 and 2,300 m asl in the study area. Species composition, Landolt indicator values for light availability, soil nitrogen and temperature as well as certain soil properties differed significantly between the sites colonized by native and exotic poppy species, although an overlapping zone exists in glacier forefield habitats of the study area. P. croceum did not express typical traits and characteristics of a disruptive invader. In the Morteratsch glacier forefield, however, it has invaded the primary successional stages but is outcompeted in later stages. Presently, a clear ecological separation is apparent between the native and alien congener indicating limited threat to the native congener. However, climate change, land use change and possible hybridization might alter P. croceum's current status as a non-disruptive invader. © 2013 Swiss Botanical Society.","Biological invasion; High-elevation ecosystem; Mountain invasion; Papaver aurantiacum; Papaver croceum; Swiss Alps","alpine environment; biological invasion; climate change; colonization; community composition; dicotyledon; elevation; habitat selection; hybridization; invasive species; land use change; light availability; mountain region; native species; pioneer species; population distribution; silicate; soil nitrogen; Alps; Engadin; Graubunden; Switzerland; Papaver; Papaver nudicaule",Article,Scopus
"Carbutt C.","The emerging invasive alien plants of the Drakensberg Alpine Centre, Southern Africa",2012,"Bothalia","10.4102/abc.v42i2.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873837961&doi=10.4102%2fabc.v42i2.10&partnerID=40&md5=2e89dd769ce987fa44aa8f0a426e8daf","An 'early detection'-based desktop study has identified 23 taxa as 'current' emerging invasive alien plants in the Drakensberg Alpine Centre (DAC) and suggests a further 27 taxa as probable emerging invaders in the future. These 50 species are predicted to become problematic invasive plants in the DAC because they possess the necessary invasive attributes and have access to potentially suitable habitat that could result in them becoming major invaders. Most of the 'current' emerging invasive alien plant species of the DAC are of a northern-temperate affinity and belong to the families Fabaceae and Rosaceae (four taxa each), followed by Boraginaceae and Onagraceae (two taxa each). In terms of functional type (growth form), most taxa are shrubs (9), followed by herbs (8), tall trees (5), and a single climber. The need to undertake a fieldwork component is highlighted and a list of potential study sites to sample disturbed habitats is provided. A global change driver such as increased temperature is predicted to not only result in extirpation of native alpine species, but to also possibly render the environment more susceptible to alien plant invasions due to enhanced competitive ability and pre-adapted traits. A list of emerging invasive alien plants is essential to bring about swift management interventions to reduce the threat of such biological invasions.","Biological invasions; Climate change; Disturbance regime; Drakensberg Alpine Centre; Early detection; Emerging alien plants; Expert opinion; Life history traits; Prioritisation; Selection criteria; Swift management interventions","Boraginaceae; Fabaceae; Onagraceae; Rosaceae",Article,Scopus
"Jedrzejek B., Drees B., Daniëls F.J.A., Hölzel N.","Vegetation discontinuities and altitudinal indicator species in mountains of West Greenland: Finding the best positions and traits to observe the impact of climate warming in the Arctic",2012,"Applied Vegetation Science","10.1111/j.1654-109X.2012.01186.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863448087&doi=10.1111%2fj.1654-109X.2012.01186.x&partnerID=40&md5=086faf1b2a8cf1738b93f8f42086c934","Aims: To delineate boundaries of vegetation belts, characterize these belts by indicator species, plant functional types and plant distribution types, and explore options for climate change monitoring. Location: Three research sites in the continental inland of West Greenland. Methods: Based on spatially constrained clustering of 147 vegetation relevés and 145 transect plots of plant communities, boundaries of altitudinal vegetation belts were assessed. Indicators for altitudinal sections were identified from 664 vegetation relevés among vascular plants, bryophytes, lichens and plant functional types using indicator species analysis. The performance of different plant groups along the altitudinal gradient was visualized with response curves. Results: Boundaries of altitudinal vegetation belts were detected at 400, 800 and 1175 m a.s.l. on north-facing slopes and at 450, 900 and 1250 m a.s.l. on south-facing slopes. The resulting four vegetation belts were well defined by 99 indicator species and nine indicator plant functional types. Species, plant functional types and vascular plant distribution types showed clear sequences along the altitudinal gradient, which partly resemble their distribution along the latitudinal gradient. Conclusions: As an easily observable expansion of shrubs and a decline of mosses and lichens is expected, the boundary at 400/450 m a.s.l. is particularly promising for climate change monitoring. The anticipated replacement of numerous cryophilous by thermophilous indicator species, as well as an obvious shift of plant functional types suggest several monitoring options at 800/900 m a.s.l. The summit areas above 1175/1250 m a.s.l., having a discontinuous plant cover, are considered to be especially vulnerable to fast invasion by species of lower altitudes such as woody plants and sedges. Due to steep gradients and short migration distances in mountains, it can be assumed that these anticipated changes in the study area will be stronger and faster than the already observed changes along the latitudinal gradient in lowland areas of the Arctic. © 2012 International Association for Vegetation Science.","Bryophytes; Global warming; Lichens; Migration; Plant functional types; Vascular plants","Bryophyta; bryophytes; Carex; Tracheophyta",Article,Scopus
"Molina-Montenegro M.A., Peñuelas J., Munné-Bosch S., Sardans J.","Higher plasticity in ecophysiological traits enhances the performance and invasion success of Taraxacum officinale (dandelion) in alpine environments",2012,"Biological Invasions","10.1007/s10530-011-0055-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855264753&doi=10.1007%2fs10530-011-0055-2&partnerID=40&md5=a0f5308df00d5967aa45d6d21196022f","Phenotypic plasticity has long been suggested to facilitate biological invasions in changing environments, allowing a species to maintain a good ecophysiological performance. High-mountain habitats have been particularly useful for evaluation of the relative importance of environmental conditions in the colonization and invasion process, because they have heterogeneous and stressful climatic conditions, inducing photoinhibition. Light intensity is one of the most changing conditions along altitudinal gradients, showing more variability in higher altitudes. In this study, we analyzed the plasticity in photoprotective strategies and performance of the invasive Taraxacum officinale. Additionally, we tested whether higher plasticity enhances competitive ability in an alpine environment We conducted an experiment to evaluate plasticity with a second generation (F2) of T. officinale individuals from 1,600 to 3,600 m, in a greenhouse with variation in light intensity. Treatments consisted of transferring 120 individuals from each altitude to two conditions of light intensity. We then recorded concentrations of photoprotection pigment, de-epoxidation state of the xanthophyll cycle, foliar angles, photochemical efficiency by fluorescence of photosystem II, total dry biomass and flower production. Additionally, we compared plasticity in both photoprotective and performance traits between T. officinale and the co-occurring native species Hypochaeris thrincioides. Finally, we performed a manipulative experiment under two light regimes in order to assess the competitive outcome between the invasive T. officinale and the native H. thrincioides. Individuals from higher altitude showed significantly greater plasticity than individuals from lower altitude. Similarly, individuals under high light intensity showed higher levels of photoprotective pigments, biomass and flower production. On the other hand, the invasive plant species showed significantly greater plasticity than the co-occurring native species, and a strong negative impact on the biomass of the native plant. Phenotypic plasticity seems to be a successful strategy in T. officinale to compete with native species and may be positively associated with the success of invasions, being greater in individuals from more heterogeneous and stressful environments. © 2011 Springer Science+Business Media B.V.","Altitudinal gradient; Competition; Fluorescence; Light intensity; Photoprotective pigments; Xanthophyll cycle","altitudinal zonation; colonization; dicotyledon; ecophysiology; flower; fluorescence; invasive species; light intensity; phenotypic plasticity; photoinhibition; photoprotection; phytomass; pigment; Hypochaeris thrincioides; Taraxacum officinale",Article,Scopus
"Parolo G., Abeli T., Gusmeroli F., Rossi G.","Large-scale heterogeneous cattle grazing affects plant diversity and forage value of Alpine species-rich Nardus pastures",2011,"Grass and Forage Science","10.1111/j.1365-2494.2011.00810.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80355144566&doi=10.1111%2fj.1365-2494.2011.00810.x&partnerID=40&md5=9ba3f08a6ad3a2904406faee70d6bf5c","In Europe, the decline in agriculture in traditional mountain farming areas has caused abandonment, or irregular grazing, of less accessible pastures. In the Italian Alps, we studied plant diversity, forage value and trophic traits in six large-scale heterogeneously grazed Nardus pastures, in their central and peripheral parts, and across the montane, lower and upper subalpine zones. Seventy cover-abundance floristic relevés were performed in randomly located permanent plots, half at the pasture edge (M-plots) and half in their central part (C-plots). Plant diversity varied significantly with respect to the distance from the edge, being higher in M-plots because of shrub invasion as a consequence of reduced cattle pressure. Nardus cover was slightly higher in C-plots and negatively related to plant diversity. Forage value was lower in M-plots and negatively correlated with the cover of Nardus and woody species, implying that different grazing pressure was negatively influencing sward productivity. Differences in trophic traits of swards between C- and M-plots existed mostly as trends. Forage value significantly decreased in the lower subalpine and montane pastures, which are further grazed in late summer. Heterogeneous grazing management was therefore exerting positive effects on plant diversity and negative effects on forage value. Results are discussed in the context of future management recommendations. © 2011 Blackwell Publishing Ltd.","European Union priority habitat 6230; Grassland; Management; Nardion strictae; Natura 2000; Plant composition","abundance; alpine environment; cattle; European Union; floristics; forage; grassland; grazing management; habitat management; heterogeneity; montane forest; plant community; shrub; species diversity; subalpine environment; sward; traditional agriculture; Alps; Europe; Italy; Bos; Nardus",Article,Scopus
"Giesecke T., Bennett K.D., Birks H.J.B., Bjune A.E., Bozilova E., Feurdean A., Finsinger W., Froyd C., Pokorný P., Rösch M., Seppä H., Tonkov S., Valsecchi V., Wolters S.","The pace of Holocene vegetation change - testing for synchronous developments",2011,"Quaternary Science Reviews","10.1016/j.quascirev.2011.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051914225&doi=10.1016%2fj.quascirev.2011.06.014&partnerID=40&md5=7a5a02f4b01190141b263fdcc1bfd003","Mid to high latitude forest ecosystems have undergone several major compositional changes during the Holocene. The temporal and spatial patterns of these vegetation changes hold potential information to their causes and triggers. Here we test the hypothesis that the timing of vegetation change was synchronous on a sub-continental scale, which implies a common trigger or a step-like change in climate parameters. Pollen diagrams from selected European regions were statistically divided into assemblage zones and the temporal pattern of the zone boundaries analysed. The results show that the temporal pattern of vegetation change was significantly different from random. Times of change cluster around 8.2, 4.8, 3.7, and 1.2 ka, while times of higher than average stability were found around 2.1 and 5.1 ka. Compositional changes linked to the expansion of Corylus avellana and Alnus glutinosa centre around 10.6 and 9.5 ka, respectively. A climatic trigger initiating these changes may have occurred 0.5 to 1 ka earlier, respectively. The synchronous expansion of C. avellana and A. glutinosa exemplify that dispersal is not necessarily followed by population expansion. The partly synchronous, partly random expansion of A. glutinosa in adjacent European regions exemplifies that sudden synchronous population expansions are not species specific traits but vary regionally. © 2011 Elsevier Ltd.","Climate change; Holocene; Pollen; Species invasion; Synchronous change; Vegetation dynamics","Holocene; Pollen; Species invasions; Synchronous change; Vegetation dynamics; Ecosystems; Expansion; Forestry; Vegetation; Climate change; biological invasion; climate conditions; community composition; deciduous tree; dispersal; forest ecosystem; Holocene; hypothesis testing; midlatitude environment; paleobotany; paleoecology; pollen; range expansion; spatiotemporal analysis; synchrony; vegetation dynamics; Alnus Glutinosa; Corylus; Ecosystems; Expansion; Forestry; Plants; Pollen; Alnus; Alnus glutinosa; Corylus; Corylus avellana",Article,Scopus
"Zhang Z.-Q., Zhang Y.-H., Sun H.","The reproductive biology of Stellera chamaejasme (Thymelaeaceae): A self-incompatible weed with specialized flowers",2011,"Flora: Morphology, Distribution, Functional Ecology of Plants","10.1016/j.flora.2011.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955898891&doi=10.1016%2fj.flora.2011.01.008&partnerID=40&md5=12e35507ceb9535a83819d4a9b51e453","It has profound implications for species invasions and fitness, how weeds achieve reproductive success. We present the first study on the reproductive biology of Stellera chamaejasme, a toxic perennial weed which is abundant in the alpine meadows on the eastern Tibetan Plateau of China since the 1960s. S. chamaejasme has synchronogamy and herkogamous flowers, which last for about 11 days. Flowers can be yellow, white or reddish. Our results suggest that this species is self-incompatible and depends entirely on pollen vectors for seed production. All the pollinators observed were Lepidopteran species; however, the pollinator assemblage was significantly different among populations and likely independent on floral colour. Reproductive success and invasion of the weed might be a complex function of floral traits, breeding system and pollination ecology. Generally, plants with generalized pollination system are more invasive. However, our results suggest that specialized flowers and self-incompatibility in the present case may not prevent invasion of the weed. © 2011.","Floral colour; Floral longevity; Herkogamy; Self-incompatibility; Specialized pollination system; Weed pollination","alpine environment; biological invasion; fitness; flower; herb; meadow; perennial plant; reproductive biology; reproductive strategy; reproductive success; self incompatibility; specialization; toxicity; weed; China; Qinghai-Xizang Plateau; Stellera chamaejasme; Thymelaeaceae",Article,Scopus
"Molina-Montenegro M.A., Quiroz C.L., Torres-Díaz C., Atala C.","Functional differences in response to drought in the invasive Taraxacum officinale from native and introduced alpine habitat ranges",2011,"Plant Ecology and Diversity","10.1080/17550874.2011.577459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959298835&doi=10.1080%2f17550874.2011.577459&partnerID=40&md5=be701b5edb99a62d7093caa0da9e4e51","Background: Phenotypic plasticity and ecotypic differentiation have been suggested as the main mechanisms by which widely distributed species can colonise broad geographic areas with variable and stressful conditions. Some invasive plant species are among the most widely distributed plants worldwide. Plasticity and local adaptation could be the mechanisms for colonising new areas. Aims:We addressed if Taraxacum officinale from native (Alps) and introduced (Andes) stock responded similarly to drought treatment, in terms of photosynthesis, foliar angle, and flowering time. We also evaluated if ontogeny affected fitness and physiological responses to drought. Methods:We carried out two common garden experiments with both seedlings and adults (F2) of T. officinale from its native and introduced ranges in order to evaluate their plasticity and ecotypic differentiation under a drought treatment. Results: Our data suggest that the functional response of T. officinale individuals from the introduced range to drought is the result of local adaptation rather than plasticity. In addition, the individuals from the native distribution range were more sensitive to drought than those from the introduced distribution ranges at both seedling and adult stages. Conclusions: These results suggest that local adaptation may be a possible mechanism underlying the successful invasion of T. officinale in high mountain environments of the Andes. © 2011 Botanical Society of Scotland and Taylor & Francis.","Ecophysiological traits; High-mountain environments; Invasive species; Local adaptation; Plasticity; Taraxacum","Taraxacum; Taraxacum officinale",Article,Scopus
"Viciani D., Gonnelli V., Sirotti M., Agostini N.","An annotated check-list of the vascular flora of the ""parco Nazionale delle Foreste Casentinesi, Monte Falterona e Campigna"" (Northern Apennines Central Italy)",2010,"Webbia","10.1080/00837792.2010.10670867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882342328&doi=10.1080%2f00837792.2010.10670867&partnerID=40&md5=58e7438bdde3eef7e6d9fe1620d0de7e","A catalogue of the vascular plants that make up the flora of the Parco Nazionale delle Foreste Casentinesi is presented. The catalogue was compiled after analyzing different types of sources (both published and unpublished works, herbarium specimens, vegetation data, etc.). Although the check-list is primarily based on bibliography, there is quite an amount of new data for the area resulting from unpublished observations and specimens collected by the study group or from checks and confirmation of herbarium specimens. The total number of species registered is 1357, of which 1125, subdivided in 97 families, are to be considered indigenous confirmed by data subsequent to 1960, while the rest can be distinguished in alien to the Park's territory (most of which cultivated), doubtful, or not found, or in some cases excluded. Through the study, the extent of the Park's phytodiversity has been quantified and confirmed as being very high due to the fact that the territory hosts valuable forest ecosystems among the best preserved in Europe, and its geographical position renders it a ""trait d'union"" between two very different floristic typologies, a northern one and a southern one. The data analysis carried out on the chorology of the species of phytogeographic interest show that, in Italy, several entities have their northern or southern distributional limit here. The endemism present in the territory is essentially northern-Apennine and peninsular, while the chorological category with the highest percentage is the European (sensu lato) one. The floristic characteristics of the different environments have been analyzed both in general as well as compared to the species of conservation interest. In this regard it has been noted that herbaceous habitats, particularly dry grasslands, those at high altitudes and rocky environments contain the highest conservation value as they contain more than half of the relevant plants. The single environment that contains the largest number of species of conservation interest (30%) is, however, the mesophilic wood environment and this further confirms the importance of the forest flora of the Park. Finally, it is pointed out that this check-list has to be considered a useful starting point, which can be implemented and improved, for the knowledge of the vascular flora of this marvellous territory and certainly not an end result.","Central Italy; Chorology; Conservation; Foreste Casentinesi National Park; Northern Apennines; Vascular flora",,Article,Scopus
"Jia X., Pan X.-Y., Sosa A., Li B., Chen J.-K.","Differentiation in growth and biomass allocation among three native Alternanthera philoxeroides varieties from Argentina",2010,"Plant Species Biology","10.1111/j.1442-1984.2010.00271.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954443158&doi=10.1111%2fj.1442-1984.2010.00271.x&partnerID=40&md5=17038cff6ca9ec97b0b6556c04b2ac5b","Knowledge about the life-history traits of native conspecifics of exotic invasive plants can be of fundamental importance in exploring their origin of invasiveness and disentangling distinct invasion mechanisms. We conducted a common garden experiment to examine genetically based differentiation in growth and biomass allocation among three native Alternanthera philoxeroides varieties (Alternanthera philoxeroides var. obtusifolia, Alternanthera philoxeroides var. acutifolia and Alternanthera philoxeroides var. lancifolia) from Argentina. Results showed that the high-latitude var. obtusifolia had lower values of relative growth rate and plant size. In contrast, the low-latitude var. acutifolia showed distinctly higher growth vigor. The mid-latitude var. lancifolia generally showed intermediate growth vigor. Regarding allocation, var. obtusifolia allocated a distinctly higher proportion of biomass to storage roots and leaves, whereas var. acutifolia and var. lancifolia allocated more biomass to stems. This pattern of variation might be the outcome of evolutionary differentiation in response to their geographic distributions and local habitats. The acutifolia and lancifolia varieties may have higher potential invasiveness than var. obtusifolia. © 2010 The Authors. Journal compilation © 2010 The Society for the Study of Species Biology.","Alligator weed; Invasive species; Life-history trait; Native range; Relative growth rate","Alligator; Alternanthera philoxeroides",Article,Scopus
"Quiroz C.L., Choler P., Baptist F., González-Teuber M., Molina-Montenegro M.A., Cavieres L.A.","Alpine dandelions originated in the native and introduced range differ in their responses to environmental constraints",2009,"Ecological Research","10.1007/s11284-008-0498-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62349112251&doi=10.1007%2fs11284-008-0498-9&partnerID=40&md5=a489683353f297a5a2e619ecef828185","Few studies have compared the response of native and invasive populations under stressful conditions. Furthermore, there is little consensus as to whether a plastic response is related to invasiveness in stressful environments. Exotic species have recently been reported in the high Andes of central Chile, where individuals have to cope with drought and poor soils, in addition to extreme temperatures. We explored if the exotic species Taraxacum officinale (dandelion) has plastic responses to soil moisture and nutrient availability, and whether two sets of alpine populations derived from native and introduced populations can converge to similar plastic responses to environmental constraints. Using a common garden approach, we compared plants grown from seeds collected in alpine populations of its native range (Alps, France) and in alpine populations of its introduced range (Andes, Chile) under a drought experiment, a potassium gradient, and a nitrogen gradient. Plasticity was only found as a response to drought. Moreover, different responses were found between both origins. Andean individuals are drought-resistant, while individuals from the Alps were drought-sensitive. According to the nutrient experiments, Andean dandelions behave as a nitrogen demanding-potassium avoiding species, whereas individuals from the Alps did not show any particular dependency or repulsion tendency to either of these two nutrients. Results suggest that differences in life history traits of both derived sets of populations may have an important role in determining the response of dandelions under the evaluated conditions. However, the relative importance of genetic adaptation in these responses is still unclear. Although T. officinale is a cosmopolite weed, this is the first study that compares individuals coming from its native and invaded range under stressful conditions. © 2008 The Ecological Society of Japan.","Asteraceae; Biological invasions; Common garden; Environmental stress; Exotic species","alpine environment; biological invasion; environmental impact; environmental stress; experimental study; herb; moisture content; nutrient availability; physiological response; Alps; Eurasia; Europe; Asteraceae; Taraxacum lyratum; Taraxacum officinale",Article,Scopus
"Rosenthal G., Lederbogen D.","Response of the clonal plant Apium repens (Jacq.) Lag. to extensive grazing",2008,"Flora: Morphology, Distribution, Functional Ecology of Plants","10.1016/j.flora.2007.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44249114117&doi=10.1016%2fj.flora.2007.02.004&partnerID=40&md5=9227156da8837022d901105a19d79ff6","The target of this paper is the correlation of disturbance characteristics of a traditionally used extensive summer pasture in the Alpine foothills (Southern-Bavaria, Germany) and corresponding seasonal population dynamics of the clonal plant Apium repens (FFH Annex II species). The basic hypothesis is that an extensive cattle grazing of its habitats (flood meadows) provides an optimum disturbance regime for long-term persistence of the species. Spatial and temporal scales of the investigation were adapted to the dimensions of the most prominent disturbance impacts (rotation grazing and hoof trampling by cattle) and response rates of Apium which are mainly controlled by stolon propagation. A total of 603 microplots, each measuring 10 cm×10 cm, were arranged within three transects and surveyed for two seasons. Statistical analyses include spatial second order statistics and mixed linear models. Random Apium extinctions during grazing periods and fast re-invasions of gaps during subsequent resting periods result in strong population fluctuations. The probability of re-invasion depends on the distance to next Apium plant which must not exceed much more than 1 dm. The morphological plasticity of stolon length indicates presence of ""foraging behaviour"" which facilitates the preoccupation of favourable gaps. Disturbances favour the coexistence of A. repens in the pasture due to a combined effect of reduced shoot competition (destruction of tall competitors) and more efficient ""foraging"" strategies. Attempts to explain Apium coexistence in these flood meadows must take into account both the fine-tuned balance between different disturbance parameters and corresponding functional plants traits. © 2008 Elsevier GmbH. All rights reserved.","Competitive change; Disturbance regime; Foraging behaviour; Heterogeneous environments; Population dynamics; Stolon propagation","angiosperm; behavioral response; cattle; clonal organism; coexistence; competition (ecology); disturbance; grazing; pasture; population dynamics; seasonal variation; spatial variation; temporal variation; Apium; Apium repens; Bos",Article,Scopus
